3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,11,11,3,11,3,11,11,11,3,11,11,11,11,11,11,11,11,11,84
3,9,9,17,9,9,17,9,17,9,9,17,9,9,9,9,9,9,11,11,11,11,3,3,11,3,3,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,17,9,17,9,17,9,17,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,17,17,17,17,17,9,9,9,9,9,9,9,9,11,11,11,11,3,3,11,3,3,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,11,11,11,11,11,3,11,3,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,17,17,17,17,17,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,11,11,11,11,11,3,3,3,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,17,17,17,17,17,9,9,9,9,9,9,9,9,11,11,11,11,11,11,11,3,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,17,9,17,9,17,9,17,9,9,9,9,9,9,9,11,11,11,11,11,3,3,3,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,17,9,9,17,9,17,9,9,17,9,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,3,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,11,3,3,3,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,3,11,11,11,11,11,11,11,11,11,11
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
